"subject","answer_correct"
102,1
102,1
102,0
102,1
102,1
102,0
102,1
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,0
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,0
102,1
102,0
102,1
102,1
102,1
102,1
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,0
102,1
102,1
102,1
102,1
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,0
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,0
102,1
102,1
102,0
102,1
102,1
102,1
102,1
102,1
102,0
102,0
102,1
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,0
102,1
102,0
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,0
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
103,1
104,1
104,0
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,0
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,0
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,0
104,0
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,1
104,0
104,0
104,1
104,1
104,1
104,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,0
105,0
105,0
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,0
105,0
105,1
105,1
105,1
105,1
105,0
105,0
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,0
105,1
105,0
105,0
105,0
105,0
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,0
105,0
105,1
105,1
105,0
105,1
105,0
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,0
105,0
105,1
105,0
105,0
105,1
105,1
105,1
105,1
105,1
105,0
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,1
105,0
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,0
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,0
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,0
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,0
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,1
106,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,0
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,0
107,1
107,1
107,1
107,0
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,1
107,0
107,1
107,1
107,1
107,1
107,1
107,1
107,0
107,0
107,1
107,1
107,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,0
108,1
108,0
108,1
108,1
108,1
108,0
108,1
108,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,0
108,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,0
108,1
108,1
108,0
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,0
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,0
108,1
108,1
108,1
108,0
108,0
108,1
108,0
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,0
108,1
108,1
108,1
108,1
108,0
108,1
108,1
108,0
108,1
108,1
108,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,0
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,0
109,1
109,1
109,1
109,1
109,0
109,0
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,0
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,0
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,0
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,0
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
109,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,0
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,0
110,0
110,0
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,0
110,0
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,0
110,0
110,1
110,1
110,1
110,0
110,1
110,0
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,0
110,1
110,1
110,0
110,1
110,1
110,0
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,1
110,0
110,1
110,1
110,1
110,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,0
111,1
111,1
111,0
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,0
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,0
111,1
111,0
111,0
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,0
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,1
111,0
111,1
111,0
111,1
111,1
111,1
111,0
111,1
111,1
111,1
111,1
111,0
111,1
111,1
112,0
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,0
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,1
112,0
112,1
112,1
112,1
112,1
112,1
112,0
112,1
113,1
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
113,1
113,1
113,0
113,1
113,1
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,0
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,0
113,1
113,1
113,0
113,0
113,1
113,0
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
113,0
113,1
113,1
113,1
113,1
113,0
113,1
113,1
113,0
113,1
113,0
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,1
113,0
113,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,0
114,1
114,0
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,0
114,1
114,1
114,1
114,0
114,1
114,1
114,0
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,0
114,1
114,0
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,0
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,1
114,0
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,1
114,0
114,0
114,1
114,1
114,0
114,1
114,1
114,0
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,0
114,1
114,0
114,0
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
114,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,0
115,0
115,1
115,1
115,0
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,0
115,1
115,0
115,1
115,1
115,1
115,0
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,0
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,0
115,0
115,0
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,0
115,1
115,0
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,1
115,0
115,1
115,1
115,0
115,1
115,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,0
116,1
116,0
116,0
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,0
116,1
116,0
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,0
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,0
116,0
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,1
116,0
116,1
116,1
116,0
116,1
116,1
116,1
116,1
116,1
116,1
116,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,1
117,0
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,0
117,1
117,1
117,0
117,1
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,0
117,1
117,1
117,1
117,1
117,0
117,1
117,0
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,1
117,0
117,0
117,0
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,0
117,1
117,0
117,1
117,0
117,1
117,0
117,1
117,1
117,1
117,1
117,1
117,0
117,1
117,0
117,1
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,0
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,0
117,1
117,1
117,0
117,0
117,1
117,1
117,0
117,1
117,1
117,0
117,0
117,1
117,1
117,0
117,0
117,0
117,1
117,1
117,0
117,1
117,1
117,1
117,1
117,1
117,1
117,1
117,1
118,1
118,0
118,1
118,0
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,0
118,0
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,0
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,0
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,0
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,0
118,1
118,0
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,0
118,0
118,1
118,1
118,1
118,1
118,1
118,0
118,0
118,0
118,1
118,1
118,1
118,1
118,1
118,0
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,1
118,0
119,0
119,1
119,1
119,1
119,0
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
